ERROR_TYPE,COUNT,PERCENTAGE
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBORLINSKI/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='dayofrights.org', port=443): Max retries exceeded with url: /api/card/json/ (Caused by NameResolutionError(""HTTPSConnection(host='dayofrights.org', port=443): Failed to resolve 'dayofrights.org' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://app.liquidifty.io/ipfs/meta?collection=%7Baddress%7D,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://klaythreekingdomsland.s3.ap-northeast-2.amazonaws.com/metadata/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBZOO/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='readon-api.readon.me', port=443): Max retries exceeded with url: /v1/ctt/204768/562 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='readon-api.readon.me', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/984dcda7f000c717a8b293ee380946ee,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/architect/ (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/sentinel/ (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='apimarket.mogwar.com', port=443): Max retries exceeded with url: /monster/ (Caused by NameResolutionError(""HTTPSConnection(host='apimarket.mogwar.com', port=443): Failed to resolve 'apimarket.mogwar.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/ember/ (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='skinny.lat', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='skinny.lat', port=443): Failed to resolve 'skinny.lat' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 451 Client Error: Unavailable For Legal Reasons for url: https://static.whaledao.app/nft/badge/icon.png,1,0.03%
Network Error: 503 Server Error: Service Temporarily Unavailable for url: https://api.athenadexfi.io/event/getTicketNFTMeta/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBNIP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTOURNAMENT/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/EAP/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/3c66fe9038fa366117acde2c31880eb7,1,0.03%
"Network Error: HTTPSConnectionPool(host='s3-nswap-base.nswap.com', port=443): Max retries exceeded with url: /metadata/leggi/0 (Caused by NameResolutionError(""HTTPSConnection(host='s3-nswap-base.nswap.com', port=443): Failed to resolve 's3-nswap-base.nswap.com' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.adventepoch.com', port=443): Max retries exceeded with url: /roles/1.json (Caused by NameResolutionError(""HTTPSConnection(host='api.adventepoch.com', port=443): Failed to resolve 'api.adventepoch.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG10/1,1,0.03%
Network Error: 526 Server Error: <none> for url: https://nft.omet.io/metadata/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='beta-api.mar3.ai', port=443): Max retries exceeded with url: /api/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='beta-api.mar3.ai', port=443): Failed to resolve 'beta-api.mar3.ai' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://xstockssurpport.github.io/BxautBsc/nft-metadata/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://example.com/1.json,1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://nftbomb.org/metadata/rare_ki/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.51shenma.com/api/v1/nft/metadata/56/0xd303d28749554cb5acd6fb2a132695795f2b77a3/1,1,0.03%
Network Error: 503 Server Error: Service Unavailable for url: https://api.dracoomaster.com/platform/nft/profile/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMONSTERSCLAN/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/0da1a52be4ed326e7cae98104e6468a5,1,0.03%
"Network Error: HTTPSConnectionPool(host='apinft.bunnygirlnft.com', port=443): Max retries exceeded with url: /metadata/genesis/1 (Caused by NameResolutionError(""HTTPSConnection(host='apinft.bunnygirlnft.com', port=443): Failed to resolve 'apinft.bunnygirlnft.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CRAZYDUCKS/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/QFATHER/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='reiki.web3go.xyz', port=443): Max retries exceeded with url: /aibot-nft-metadata?id=1& (Caused by NameResolutionError(""HTTPSConnection(host='reiki.web3go.xyz', port=443): Failed to resolve 'reiki.web3go.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.talesofragnarok.io', port=443): Max retries exceeded with url: /v1/meta/avatar/ (Caused by NameResolutionError(""HTTPSConnection(host='api.talesofragnarok.io', port=443): Failed to resolve 'api.talesofragnarok.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MMNNCC/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='pandababy.link', port=443): Max retries exceeded with url: /metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='pandababy.link', port=443): Failed to resolve 'pandababy.link' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMB1INCH/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='d5edbn09fjrkm.cloudfront.net', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='d5edbn09fjrkm.cloudfront.net', port=443): Failed to resolve 'd5edbn09fjrkm.cloudfront.net' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.apemove.io', port=443): Max retries exceeded with url: /0x0F895e307b250d9D2a4b6D448EE0C02764902189/token/ (Caused by NameResolutionError(""HTTPSConnection(host='metadata.apemove.io', port=443): Failed to resolve 'metadata.apemove.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://beta.flock.io/api/bnbNFT/scroll?id=1,1,0.03%
"Network Error: HTTPSConnectionPool(host='getmint.io', port=443): Max retries exceeded with url: /api/nft/hyperlane/1/metadata (Caused by NameResolutionError(""HTTPSConnection(host='getmint.io', port=443): Failed to resolve 'getmint.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='cryptoultraman.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='cryptoultraman.com', port=443): Failed to resolve 'cryptoultraman.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='resource.gamefox.io', port=443): Max retries exceeded with url: /logo/meta-nft-classic.png (Caused by NameResolutionError(""HTTPSConnection(host='resource.gamefox.io', port=443): Failed to resolve 'resource.gamefox.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='beta-api.mar3.ai', port=443): Max retries exceeded with url: /api/metadata/mar3Image/1 (Caused by NameResolutionError(""HTTPSConnection(host='beta-api.mar3.ai', port=443): Failed to resolve 'beta-api.mar3.ai' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://remarkable-endurance-production-4509.up.railway.app/api/metadata/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBURO/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.bearfai.xyz', port=443): Max retries exceeded with url: /metadata/0_0_0_0_0_0.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://apigateway.bithotel.io/metadata/QmbquYwt1oQX2fh7kfkLFGPYzDEXGrpjPszFJNk73Lqb2n,1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmRSUTegbipfLnwGrZjzTdP2CPKvppD72N2vLN8QTiaz5v (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmWzwWm3dKgPxfY5n14LoWL5TTdf7MtrcMbQWjboMn9CdS (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmVZazN7iffFsCdpfmLiTZKLcxFDkdnfwfxFrMuiQK6wEq (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmPLoQrWWUA7xsSUSCUpdTmTmApUUFxSgHdyweCspxK5Qr (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='hryct7akg3.execute-api.us-east-1.amazonaws.com', port=443): Max retries exceeded with url: /championship-pass/ (Caused by NameResolutionError(""HTTPSConnection(host='hryct7akg3.execute-api.us-east-1.amazonaws.com', port=443): Failed to resolve 'hryct7akg3.execute-api.us-east-1.amazonaws.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: The specified blob does not exist. for url: https://blackpassmetadatapro.blob.core.windows.net/anbnb/json1.json,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://combonetwork.io/api/nft/info/56/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api-zone2.heroestd.com/bounty/bronze/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/8c2bced00d77328c073621b387fe0a8e,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/b665f8aa5c944d22b38345997cd9acf3,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/aab1b4661e7499d3f069eca2d05fda3a,1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.doge6packs.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='metadata.doge6packs.com', port=443): Failed to resolve 'metadata.doge6packs.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeidmovy2n5volpir3yr5c7qnhr5inxhzles4qldlih2lqlesncf7dy.ipfs.nftstorage.link', port=443): Max retries exceeded with url: /1.json (Caused by NameResolutionError(""HTTPSConnection(host='bafybeidmovy2n5volpir3yr5c7qnhr5inxhzles4qldlih2lqlesncf7dy.ipfs.nftstorage.link', port=443): Failed to resolve 'bafybeidmovy2n5volpir3yr5c7qnhr5inxhzles4qldlih2lqlesncf7dy.ipfs.nftstorage.link' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 503 Server Error: Service Temporarily Unavailable for url: https://gnfd-testnet-sp-2.bnbchain.org/view/greenfield/metadata.json,1,0.03%
Network Error: 530 Server Error: <none> for url: https://api.secondlive.world/api/v1/erc721/metadata/v2/avatar/bsc/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='app.boxring.io', port=443): Max retries exceeded with url: /json/ (Caused by NameResolutionError(""HTTPSConnection(host='app.boxring.io', port=443): Failed to resolve 'app.boxring.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.pennywhale.io', port=443): Max retries exceeded with url: /mineowner/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.pennywhale.io', port=443): Failed to resolve 'metadata.pennywhale.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://example.com/token/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://testadmin.alchemyfinance.vip/1.jpg,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.9cc1.io', port=443): Max retries exceeded with url: /dnd.json?t=1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.9cc1.io', port=443): Failed to resolve 'nft.9cc1.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://dapp.sfos.io/api/dapp/wallet/NFT?type=0&tokenId=1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-shield/ (Caused by NameResolutionError(""HTTPSConnection(host='api.cryptoblades.io', port=443): Failed to resolve 'api.cryptoblades.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/10871215192/token/ (Caused by NameResolutionError(""HTTPSConnection(host='api.lulumart.xyz', port=443): Failed to resolve 'api.lulumart.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='coinmax.ai', port=443): Max retries exceeded with url: /nft/max.json (Caused by ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",1,0.03%
Network Error: 503 Server Error: Service Temporarily Unavailable for url: https://api.athenadexfi.io/project/getNFTMeta/1,1,0.03%
Network Error: 402 Client Error: Payment Required for url: https://gateway.lighthouse.storage/ipfs/bafkreicowjen27rapmlogufkjfokccalqbzsbygnabkzts5mcxr62te7ke,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://cryptohub-api.claude-model.com/uploads/nft/1775527158374_n822rvx5f8b.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.triplec.example', port=443): Max retries exceeded with url: /metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.triplec.example', port=443): Failed to resolve 'api.triplec.example' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://hexanft.live/metadata/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINEPB/1,1,0.03%
Network Error: 530 Server Error: <none> for url: https://www.multiverse.so/m/api/search_bep_721?token_id=,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://nexcoin.top/nft/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.node.com', port=443): Max retries exceeded with url: /nodes/%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01.json (Caused by NameResolutionError(""HTTPSConnection(host='api.node.com', port=443): Failed to resolve 'api.node.com' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.api.30sec.net', port=443): Max retries exceeded with url: /v1/finance/Nft/The20thCenturyChairEnthusiast/1 (Caused by NewConnectionError(""HTTPSConnection(host='app.api.30sec.net', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/OMGZPL/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.blockair.io/metadata/souvenirs/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.tinyworlds.io', port=443): Max retries exceeded with url: /metadata/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='api.tinyworlds.io', port=443): Failed to resolve 'api.tinyworlds.io' ([Errno -3] Temporary failure in name resolution)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://www.creoplay.app/nft/2/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BAVOVNJA/1,1,0.03%
On-Chain Parse Error: Invalid control character at: line 1 column 90 (char 89),1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/0x25fe0817aA4C8D65978bBb78C84c5c8d347A57dc/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='resource.metastrike.io', port=443): Max retries exceeded with url: /mts/1 (Caused by NameResolutionError(""HTTPSConnection(host='resource.metastrike.io', port=443): Failed to resolve 'resource.metastrike.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/EB/1,1,0.03%
Network Error: 400 Client Error: Bad Request for url: https://assets.deepspace.game/ships/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/0x5bf23dD0E8e3f089A4bE8873929BbadCC8C4E2d0/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='img.momoworld.io', port=443): Max retries exceeded with url: /mini_avatar_ori_ (Caused by NameResolutionError(""HTTPSConnection(host='img.momoworld.io', port=443): Failed to resolve 'img.momoworld.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.fun/api/sbt/metadata/0x3CF15Bb8dcad0DBcEf5b942e26Ee3a1E43629cF1/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/21320385102/token/ (Caused by NameResolutionError(""HTTPSConnection(host='api.lulumart.xyz', port=443): Failed to resolve 'api.lulumart.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://nfbox.site/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/CYBERWOLFS/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MANGMI/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x44E836cD43B006e5B4159B15dA5993E9705D09f5/0,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x58011E5B0e41F9D7178e5a1198f12467C7410971,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x8CAE6405853161623a42cbdf5982F0E9365B1AB2,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.lulumart.xyz', port=443): Max retries exceeded with url: /series/21320385101/token/ (Caused by NameResolutionError(""HTTPSConnection(host='api.lulumart.xyz', port=443): Failed to resolve 'api.lulumart.xyz' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0xF1022928B9F27Efad6ef7E2664eDf35105B4e30B,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://tight-mountain-6675.on.fleek.co/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.hodlmeme.io', port=443): Max retries exceeded with url: /ob-nft/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.hodlmeme.io', port=443): Failed to resolve 'api.hodlmeme.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='prediction.market', port=443): Max retries exceeded with url: /ct/0000000000000000000000000000000000000000000000000000000000000001 (Caused by ConnectTimeoutError(<HTTPSConnection(host='prediction.market', port=443) at 0x7fece458bb10>, 'Connection to prediction.market timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.lacucina.io', port=443): Max retries exceeded with url: /taliens/56/metadata/ (Caused by NameResolutionError(""HTTPSConnection(host='nft.lacucina.io', port=443): Failed to resolve 'nft.lacucina.io' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='satoshitcoin.com', port=443): Max retries exceeded with url: /nfts/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='satoshitcoin.com', port=443): Failed to resolve 'satoshitcoin.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api-bsc.binemon.io', port=443): Max retries exceeded with url: /api/gems/metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='api-bsc.binemon.io', port=443): Failed to resolve 'api-bsc.binemon.io' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://binemon.io/nft/0,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.bnbaigo.com', port=443): Max retries exceeded with url: /tokens/1.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.bnbaigo.com', port=443): Failed to resolve 'nft.bnbaigo.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='meta.defihorse.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='meta.defihorse.com', port=443): Failed to resolve 'meta.defihorse.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: http://43.134.14.241/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='alc.wkbtc.net', port=443): Max retries exceeded with url: /1.jpeg (Caused by ConnectTimeoutError(<HTTPSConnection(host='alc.wkbtc.net', port=443) at 0x7fece458a5d0>, 'Connection to alc.wkbtc.net timed out. (connect timeout=15)'))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://service.faraland.io/api/material/nft/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='prediction.market', port=443): Max retries exceeded with url: /ct/0000000000000000000000000000000000000000000000000000000000000001 (Caused by ConnectTimeoutError(<HTTPSConnection(host='prediction.market', port=443) at 0x7fece4588cd0>, 'Connection to prediction.market timed out. (connect timeout=15)'))",1,0.03%
"Network Error: HTTPSConnectionPool(host='game2.summonersarena.io', port=443): Max retries exceeded with url: /hero/v1/stat/nft1 (Caused by NameResolutionError(""HTTPSConnection(host='game2.summonersarena.io', port=443): Failed to resolve 'game2.summonersarena.io' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.qorpo.world', port=443): Max retries exceeded with url: /contract/aneemate.json (Caused by NameResolutionError(""HTTPSConnection(host='metadata.qorpo.world', port=443): Failed to resolve 'metadata.qorpo.world' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BETH/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BROCK/1,1,0.03%
Network Error: 521 Server Error: <none> for url: https://assets.elemon.io/nft/elemon/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0xF65CcAa0fe04AD1215355fC00E44535E6AA67a05,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x1e4D67C4eeB8726D6f7E37FA3Ee9770CDDe60771,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api.rebate.center/api/sbt/metadata/0x363a252964e6FeEe19E96B080ccd69d4419Eda25,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/witch_hunter.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/crusader.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/enchanter.json,1,0.03%
"Network Error: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/sbt/metadata/0xE88aa827630cf2698A9f381dABceCc54cDDe77FC (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=5000): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
"Network Error: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/sbt/metadata/0x328Ee57a6bdd069FbfE1500ce603246eF1C5099D (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=5000): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
Network Error: 500 Server Error: Internal Server Error for url: https://gateway.metaproprotocol.com/0x01,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api-zone2.heroestd.com/bounty/silver/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://sprdapp.19ceshi.com/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 521 Server Error: <none> for url: https://assets.elemon.io/nft/land/1,1,0.03%
"Network Error: HTTPSConnectionPool(host='ghlenvxgqyjytgfpzuuh.supabase.co', port=443): Max retries exceeded with url: /storage/v1/object/public/trump/prenft.json (Caused by NameResolutionError(""HTTPSConnection(host='ghlenvxgqyjytgfpzuuh.supabase.co', port=443): Failed to resolve 'ghlenvxgqyjytgfpzuuh.supabase.co' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='server.myth.art', port=443): Max retries exceeded with url: /contract (Caused by NameResolutionError(""HTTPSConnection(host='server.myth.art', port=443): Failed to resolve 'server.myth.art' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.darkfrontiers.com', port=443): Max retries exceeded with url: /nft/1 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='app.darkfrontiers.com', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='app.darkfrontiers.com', port=443): Max retries exceeded with url: /staking/land/ (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='app.darkfrontiers.com', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Network Error: 400 Client Error: Bad Request for url: https://sinverse-nodeapp.ediiie.com/api/metadata/,1,0.03%
"Network Error: HTTPSConnectionPool(host='www.squidworld.link', port=443): Max retries exceeded with url: /heroes/ (Caused by NameResolutionError(""HTTPSConnection(host='www.squidworld.link', port=443): Failed to resolve 'www.squidworld.link' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://static.highongrowth.xyz/erc1155-metadata-v1/56/1.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: http://56.155.32.169/nft/metadata/106,1,0.03%
Network Error: 404 Client Error: Not Found for url: http://56.155.32.169/nft/metadata/105,1,0.03%
"Network Error: HTTPConnectionPool(host='104.225.152.81', port=39598): Max retries exceeded with url: /getnft?id=1 (Caused by NewConnectionError(""HTTPConnection(host='104.225.152.81', port=39598): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
