ERROR_TYPE,COUNT,PERCENTAGE
"True Negative: Dead Domain (HTTPConnectionPool(host='jojo.fun', port=80): Max retries exceeded with url: /nftlib/childjojo/ (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='jojo.fun', port=443): Max retries exceeded with url: /nftlib/jojo/ (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.moniwar.io', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='www.lilbulls.info', port=443): Max retries exceeded with url: /api/ (Caused by NameResolutionE)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nftstorage.link', port=443): Max retries exceeded with url: /ipfs/bafybeiajk4k2xtpxjwwj57kvsrq)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.featured.market', port=443): Max retries exceeded with url: /ipfs/QmWXexF9QppmaFFr1esyF38)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.metapass.global', port=443): Max retries exceeded with url: /nft/metadata/ (Caused by Name)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='cdn.hashland.com', port=443): Max retries exceeded with url: /nft/metadatas/hashland-nft- (Cau)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.servicenft.io', port=443): Max retries exceeded with url: /market/api/bsc-mainnet/nft-hero)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='boings.ai', port=443): Max retries exceeded with url: /metadata/boing-king-placeholder/ (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ipfs.popsocial.io', port=443): Max retries exceeded with url: /popbit/json/ (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api2.bunicorn.game', port=443): Max retries exceeded with url: /api/nft-bsc/public/nfts/0x7CDb)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='meta.burgercities.org', port=443): Max retries exceeded with url: /clothing/1.json (Caused by )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.babyswap.shop', port=443): Max retries exceeded with url: / (Caused by NameResolutionError)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='twtreward.com', port=443): Max retries exceeded with url: /meta.json (Caused by NameResolution)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nexusndao.com', port=443): Max retries exceeded with url: /nft.php?i= (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metaswap.cx', port=443): Max retries exceeded with url: /ipfs/QmS2BFNQu2SZBP9egQQ3amRGVhSy6bqS)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='earncoins.ai', port=443): Max retries exceeded with url: /metadata/v3/1/0 (Caused by NameResol)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='ffinft.vip', port=443): Max retries exceeded with url: /nft/1 (Caused by NameResolutionError("")",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/skill/40.json (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/weapon/13.json (Cause)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.cryptoblades.io', port=443): Max retries exceeded with url: /nfts/view/bnb/cb-weapon/ (Cau)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/skill/10.json (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.dogbattle.game', port=443): Max retries exceeded with url: /metadata/weapon/5.json (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='www.gooodfellasnft.com', port=443): Max retries exceeded with url: /api/meta/1 (Caused by Name)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.monsters.town', port=443): Max retries exceeded with url: /ninky-tomo/1 (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.tinyworlds.io', port=443): Max retries exceeded with url: /metadata/ticket/ (Caused by Nam)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='naturev5.com', port=443): Max retries exceeded with url: /file/v5.gif (Caused by NameResolutio)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='animedexon.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused )",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='arma-dex.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused by)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.meshwallet.io', port=443): Max retries exceeded with url: /license/metadata/1 (Caused by N)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='noshibagain.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Caused)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='sosalka-privet.pages.dev', port=443): Max retries exceeded with url: /nft/collection.json (Cau)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='adminlz.h6qz22.xyz', port=443): Max retries exceeded with url: /api/index/nftinfo/1 (Caused by)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='xyisosnya.pages.dev', port=443): Max retries exceeded with url: /metadata.json (Caused by Name)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='evmqweasd.pages.dev', port=443): Max retries exceeded with url: /metadata.json (Caused by Name)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.balmy.xyz', port=443): Max retries exceeded with url: /v2/dca/metadata/56-0xa5adc5484f9997)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='icastle.io', port=443): Max retries exceeded with url: /nft/coupon/000000000000000000000000000)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='gateway.lighthouse.storage', port=443): Max retries exceeded with url: /ipfs/bafkreicgcjatecv6)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.bakeryswap.org', port=443): Max retries exceeded with url: /nft/matrix-plus-box/ (Caused b)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.bscscratch.com', port=443): Max retries exceeded with url: /nft//1.json (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.securescratch.com', port=443): Max retries exceeded with url: /nft/v3//1.json (Caused by N)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api2.bunicorn.game', port=443): Max retries exceeded with url: /api/trainers/public/metadata/1)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='accessifi.io', port=443): Max retries exceeded with url: /saft/1 (Caused by NameResolutionErro)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='assets.landian.io', port=443): Max retries exceeded with url: /api/v1/asset/ (Caused by NameRe)",3,0.15%
"True Negative: Dead Domain (HTTPConnectionPool(host='farm.pjdemo.online', port=80): Max retries exceeded with url: /files/combos/combo-1-1.json (Cau)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='cdn.hello.one', port=443): Max retries exceeded with url: /trade/1 (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='id-nft.robinfi.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.movecash.io', port=443): Max retries exceeded with url: /nft/metadata/0x0676cC19f7412b9172)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.xnft.io', port=443): Max retries exceeded with url: /metadata/ (Caused by NameResolutionEr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='www.nichedao.com', port=443): Max retries exceeded with url: /nft/1.json (Caused by NameResolu)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='divinelynft.xyz', port=443): Max retries exceeded with url: /nftV2/json/ (Caused by NameResolu)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='divinelynft.xyz', port=443): Max retries exceeded with url: /nft/json/ (Caused by NameResoluti)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.umi.io', port=443): Max retries exceeded with url: /nft/gold/ (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='w3s.link', port=443): Max retries exceeded with url: /ipfs/bafkreifoup3t6upux2aqipxainjfmtnp7d)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='tubaobaoapi.codexfield.hk', port=443): Max retries exceeded with url: /api/nft/contract-metada)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='office.werevana.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='bafybeicbclksmq5r4v3m5kymm2exa42klbfwpxhfkzf5zhdndjxtsf6nmu.ipfs.w3s.link1.json', port=443): M)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.poolz.finance', port=443): Max retries exceeded with url: /metadata/56/ (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.apeswap.finance', port=443): Max retries exceeded with url: /bills/bsc/0xB75BE16984A27d302)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='metadata.novachain.net', port=443): Max retries exceeded with url: /v1/novachain/ (Caused by N)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='some-greenfield-uri', port=443): Max retries exceeded with url: / (Caused by NameResolutionErr)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='alienworlds.mypinata.cloud', port=443): Max retries exceeded with url: /ipfs/ (Caused by NameR)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='cyrus.finance', port=443): Max retries exceeded with url: /api/nft/position/1 (Caused by NameR)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='prop-nft.robinfi.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionE)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.mgocoin.id', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameRes)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.transvoucher.com', port=443): Max retries exceeded with url: /nfts/019a9149-9001-71ea-b8fc)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.mindnetwork.xyz', port=443): Max retries exceeded with url: /bnb/0xb080B94052f039eC2CA8BBa)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='transvoucher.com', port=443): Max retries exceeded with url: /nfts/01996347-12bc-7323-8995-c22)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='nft.mgocoin.id', port=443): Max retries exceeded with url: /v2/metadata/1.json (Caused by Name)",3,0.15%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.votre-plateforme.com', port=443): Max retries exceeded with url: /formations/metadata/deco)",2,0.1%
"True Negative: Dead Domain (HTTPSConnectionPool(host='pepemon.finance', port=443): Max retries exceeded with url: /api/pepemon-erc1155 (Caused by Na)",2,0.1%
"True Negative: Dead Domain (HTTPSConnectionPool(host='media.attarius.com', port=443): Max retries exceeded with url: /nft/collar-nft-metadata.json ()",2,0.1%
"True Negative: Dead Domain (HTTPSConnectionPool(host='assets.thedebtbox.com', port=443): Max retries exceeded with url: /nfts/blox/collection/metada)",2,0.1%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.orbsgigant.io', port=443): Max retries exceeded with url: /nft/v2/news/json/ (Caused by Na)",2,0.1%
"True Negative: Dead Domain (HTTPSConnectionPool(host='api.shll.run', port=443): Max retries exceeded with url: /api/metadata/0 (Caused by NameResolu)",1,0.05%
"True Negative: Dead Domain (HTTPSConnectionPool(host='teadao.infura-ipfs.io', port=443): Max retries exceeded with url: /ipfs/QmWymi35g1KPxXcHkK8ifS)",1,0.05%
