ERROR_TYPE,COUNT,PERCENTAGE
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmSq58fLatZj1uinQZQpdeqajDnxAV1cb4nc3gB3fQRxND,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeihi3zea4mnmgicolnzyn7oswvlvci46wdvd4ywbhbgvtw22i23equ/2.json,1,0.03%
[http] Network Error: 502 Server Error: Bad Gateway for url: https://herocard.xwg.games/12/,1,0.03%
"On-Chain Parse Error: <string>:1 Unexpected ""i"" at column 1",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmYebjsESSU5se8i1Acsee64JGid3oLkNeNTmqAorJyKTp/.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmR7v5cR6ggbV9a24MVZQv3EDSWuPBL89KvBvQEMi41LAC/.json,1,0.03%
Invalid URI: unsupported scheme in '华佗',1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreidun6svxb3e4tayehyhbgkaij7iacsqmrzbvldjfrbx55vovopmui/1.json,1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x502db3b5652638bb3fc2127a35064ce516618024/0x85ae1e9c7362379d920676fed874e46d5aeee9a9000000000000fd0000000001)",1,0.03%
[http] Network Error: 530 Server Error: <none> for url: https://wallet-baiscs.kucoin-wallet.co/assets/api/mp/nft/meta/1,1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xa366d2e87a88b948758fe55b943b7dace2049cf4/0x47e75cfb1b594eea586ed67cfb868b70354be576000000000000cf0000000001)",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x400f6e62a43d5b00226bc3ba4822dc39a53f56e8/0xf8cb1be3628e9bc20dd757a22657936a5b4001e4000000000000010000000001)",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xd39cb2578932faff48073ee331fd1a8a022e59c2/0xf8cb1be3628e9bc20dd757a22657936a5b4001e4000000000000000000000001)",1,0.03%
[http] Network Error: 502 Server Error: Bad Gateway for url: https://land.sinverse.com/nft/metadata/1,1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xcee58222069bf15fe3db9351504cc3ce90f450d7/0xdad4d13e115a8a4e83522ada16b2c7400e97dec60000000000000a0000000001)",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x173fde66b3f8bf930c6a1f6a9128d2b9c28f284b/0xdad4d13e115a8a4e83522ada16b2c7400e97dec6000000000000c60000000001)",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x3ca10a57c570235e9f48af6ca972ef7c3559ee2f/0xb664258c1263c8005861cd6530f73b8a67c752dd000000000000210000000001)",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xabdc7a2ff909c1bba8b38aff3f6eeaa44b3f8b18/0x47e75cfb1b594eea586ed67cfb868b70354be576000000000000030000000001)",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x6af272083d0e702c841bb1f65724881c67a4dac1/0xdad4d13e115a8a4e83522ada16b2c7400e97dec60000000000000f0000000001)",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmZjqCwWjUabqmkyNiNBDZHfRmHpzvnHo2h9minJ2peJuP/.json,1,0.03%
"On-Chain Parse Error: <string>:1 Unexpected """""" at column 27",1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeieveo2z25jgk4wk7dnwh6z6xudffasgmffskjovipt4qkhkar3we4/100300134089.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmXqnbX1s16E3Z8VU3DvZE3nMGGC7a5W9iSwoxPVvDc3m6,1,0.03%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://api.cardmasters.io/api/v1/nft-inventories/metadata,1,0.03%
Invalid URI: unsupported scheme in 'internal-mainnet-test-2',1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0xc57d0097c6f7aa1a8098d5f4c015acad80bfa303/0x475d953ae7d3d32aab5c6f53835c2632cc4801e5000000000000400000000001)",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmRLF2Q2Yg5qRAsx6VU7MESxj1vTPH26phAcmmgdTRX5aR/1.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Qme4VgmAcyuCgDpy84nL58nErrxrYFymAQRE99PR7jA6vZ.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPMc4tcBsMqLRuCQtPmPe84bpSjrC3Ky7t3JWuHXYB4aS/.json,1,0.03%
Invalid URI: unsupported scheme in 'ttps://fckqnmehuebqmevkicgz.supabase.co/functions/v1/og-nft-metadata/1',1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmdQybZJYoYdjoQ3sD7DmEoEPJs49sjBLrhoGErTUmepF4,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmQxXpS8u4gEiqcoj3zkPQyQs7rPut7CDCeRvvHZxHoDCC,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmRrPxErsnR5vPUF3bNWiZQmmekqWXwLFwPgyoRKrpUAB2,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmaD3tDt1mMH9yQVmzfG9j84LpPKpupD8NhLB6KnA3e8B1,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmXSTP7QzWYPuTngtXfJ8YSQtabe5e4tLuW6tdD7WFqWtf,1,0.03%
[http] Network Error: 403 Client Error: Forbidden for url: https://nft.ultimopay.io/nft.json,1,0.03%
"On-Chain Parse Error: <string>:1 Unexpected ""e"" at column 323",1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://littleghosts.s3.us-east-2.amazonaws.com/3d_meta/)",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeid6dwblibhghwsh6la4ckmkwlyer7hdtwkactxxwcp2uxik3c2coa.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmYcu4CwoxoQKaZL63eX6iAvUKbQbiCTYUnG5QSxDfAV6b/1.json,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='nft.cnft.one', port=7777): Max retries exceeded with url: /contract/0x3e70800dc593bc9b0c073b47cfced3f1c490a6d0 (Caused by NewConnectionError(""HTTPSConnection(host='nft.cnft.one', port=7777): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.03%
[http] Network Error: 530 Server Error: <none> for url: https://www.multiverse.so/m/api/search_bep_1155,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeifgigssgr5iniwillnhxmjmxdr7b66jv3j5nednyenwvsi42cottm/noome_silver.png.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiheo6v43xaef3tz7k3qvromgkgoyhm47hwglmzvq27addgvpsyp6u/.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmexTAJ7r39BP7wUQRPEsKmnK8MVGLqEtDKh2bHnYqQA4i,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmeKiG3tcbVhThZ9WNSvXJtW9363UpzKNCUeopNg2fHhCU.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiacheprbwtellrewdvlfl4gvbltybxd7fbfquvkjjtsokx7wqcoqm/.json,1,0.03%
Invalid URI: unsupported scheme in '0000000000000000000000000000000000000000000000000000000000000001.svg',1,0.03%
[ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiaaauuc2n4ifxnhsjwxqsx7b55wrz2w7w7t5rqanyho3yzhvxbmwy/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmWGZKARXTXgk1NY4srCseQQvjB7i13zFw5TtWLSg3cmLD.json,1,0.03%
[http] Network Error: 502 Server Error: Bad Gateway for url: https://www.nftmarket.club/nft/,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmSbFdG2Ff67WwPxv7aSDJnavvvaFVCamW2ksXZpDD32QU.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Qmf1WxjA2e4oT5iTVJTtz7dDuCZTykZkQPH6YdwWoTrX6R,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmU1A8Q9fyCbmVbx4kZ2Kcx1TFg8Pwyu1tLPZSSzagK4dT/1.png,1,0.03%
[http] Network Error: 404 Client Error: Not Found for url: https://api.usevouchify.com/voucher/1,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='bafybeigxpchkktmuenhlin2fpu6huffnedt2i5adpa5d64tse7aoyhgtlu.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Ultra.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeigxpchkktmuenhlin2fpu6huffnedt2i5adpa5d64tse7aoyhgtlu.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeieyrjawwyvufu23waex6fznseltlwsub2cj7iwofslkhyx3ey4gha/1.png,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPk5tPQH8frqig5atXpdL3WmED4CFPQMdvmNxxhpksREs,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/n.png.json,1,0.03%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://api.plvr.io/v1/nft/metadata/0x32e5ACd23bDD750f041778f199536e3E5A673468/tokens/0.json,1,0.03%
"[http] Server returned HTML instead of JSON (from https://app.gemsbase.io/api/nft/index/1.json): '{     ""name"": ""GemsBase Partner"",     ""image"": ""https:\/\/app.gemsbase.io\/uploads\/20250915\/1e46ddca45708b864f6f29ba2ea12c95.jpg"" }'",1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmNLs2LiridnzTAJzWpwsLSCo3nFHA7TVgYK9uyK7XQbhE,1,0.03%
[ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiflzn3gkr2fxrdbxfguesl7fjbvfq7qwasnankkcd65bxbjbzksm4/_metadata.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmY6qr9qHS3ZY1WV9PcsDFBteRfmgx8nBQMhWK94GYTUyK/.json,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='readon-api.readon.me', port=443): Max retries exceeded with url: /v1/ctt/139989/189 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='readon-api.readon.me', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"[http] Server returned HTML instead of JSON (from https://www.soga.io/metadata/spec-nfts/starter-hippo/contract.json): '<!DOCTYPE html><html><head><script>window.onload=function(){window.location.href=""/lander""}</script></head></html>'",1,0.03%
[http] Network Error: 403 Client Error: Forbidden for url: https://ipfs-1.nomis.cc/bc-1/0xB374Ca013934e498e5baD3409147F34E6c462389_56_CommonV3_Finance_37fbd47c-8c37-4300-ae52-2813d0a22782.json,1,0.03%
[ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeibd7rkwt7jndp5g4ut5x5uw2wkyo65xpfj5eaok23o34jrrlph2yy/_metadata.json,1,0.03%
"No URI found on contract (even with exact ID) — Last revert/error: {'code': -32000, 'message': 'return data out of bounds'}",1,0.03%
"[http] JSON parse failed (from https://api.predi.org/metadata/bsc/1): Expected a JSON object, got list — server returned: '[]'",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmXLvFDm6BC5ixWX67mLboViZX43xqoQUu7Q5QrL8yoY8H/.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmenTH6hELyzKDoSff5FW7fUeJLEa1oTNh9pn1D8rwQu7W,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmY195hfcxPugPniFbqBDtJN55zHUejw84YLNCZ5fZKrMz,1,0.03%
[ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Your%20NFT%20URL%20/1.json,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='bafybeiay5vhliay2fsmclxpf6oq4mo53mdh6tyl4gi6bq2mbrfowkt2vom.ipfs.dweb.link', port=443): Max retries exceeded with url: / (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeiay5vhliay2fsmclxpf6oq4mo53mdh6tyl4gi6bq2mbrfowkt2vom.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
[http] Network Error: 403 Client Error: Forbidden for url: https://jsonstorage.oss-ap-southeast-3.aliyuncs.com/,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.dweb.link', port=443): Max retries exceeded with url: / (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeidtnb5th6rukwemsavwdqvfvyv4rrxjtzdb3jhfjhzrebckh2n5wy.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Invalid URI: unsupported scheme in '2',1,0.03%
Invalid URI: unfilled template literal in 'ipfs://backrooms-og/{id}.json',1,0.03%
No URI found on contract (even with exact ID) — Last revert/error: ('execution reverted: Logic contract not set: 0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000164c6f67696320636f,1,0.03%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://app.chainspot.io/api/1.0/loyalty/nft-image-data?level=3,1,0.03%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://app.chainspot.io/api/1.0/loyalty/nft-image-data?level=2,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmSDiGAjWGugveVgoC4tK9GaZh8B49nisZTAjunjpxKMCH/.json,1,0.03%
[ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: https://gateway.pinata.cloud/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeicsi35u7jig7e4jdqndomg6x6s2dl2c2ggwcss5w3pjsbb2mkqqvu/.json,1,0.03%
Invalid URI: unsupported scheme in '/Dasino/1',1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmeUryKj3CfFC4ievKxrQoNk4rL95jyEhPZTb9xwzmvJQ8,1,0.03%
"[ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='gateway.pinata.cloud', port=443): Max retries exceeded with url: /ipfs/QmP2vVbVtK3VCpP3QhxCpi4ewXZH6vQkncd71ocQXfKH3Y (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='gateway.pinata.cloud', port=443): Read timed out. (read timeout=15)""))",1,0.03%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://dynamic-nft.hedgey.finance/bsc/0x1bb64af7fe05fc69c740609267d2abe3e119ef82/,1,0.03%
[http] Network Error: 403 Client Error: Forbidden for url: https://cdn.squadswap.com/images/bsc/0x2d2567DeC25c9795117228aDC7FD58116D2E310C.png1,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmNkWuFpuqTSiFphbVvksHcrRdGPeiuLtHebRcQjkGTca4,1,0.03%
[http] Network Error: 502 Server Error: Bad Gateway for url: https://play-on-joy.appworkdemo.com/pre-book,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPD1cqBJWhUzwHC3YRqSGGVTxeey6gMEJNrrem52GL4cg,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmYeY5K43FDvXwJPmG8gQQjufXApYLUQVtuzrsfRrQmsuk1.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeigt4sookos4f7mu4utvcwieeibljuaobsxhd22elvsjzuse56czri1.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmTo6CcKr2UuWrhT5E7sKCRQHDCAu53tSApVWgRx36sLJo,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='api.openpad.io', port=443): Max retries exceeded with url: /api/key-minting/metadata/ (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='api.openpad.io', port=443): Read timed out. (read timeout=15)""))",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/test.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmfVtN7jPpJCf9grk4xDWjNKCJFukn7BAEinPdFawAj7UG,1,0.03%
[http] Network Error: 401 Client Error: Unauthorized for url: https://d2dmqkc6cbfcow.cloudfront.net/api/nft/diamond/,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmdpsjtReEt5YnZAg4HVXofAraCgWSrV6EMXFDE6B4dS33,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPJVHXK9PBd4vshhy7yTKaCs5qEmWntRyktt1UYoN32c1,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmfURHqPE1CUW9jZu7Pm5z5Dt2M4hHQANRU1sHRQr3oecu,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/lasercat-nfa.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreifa5sacafjfcjdb6yicdjhp6vzeh72kzw5tkxoill37pzgfohtdea1.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmdV1NwCwBChi4qHeLpiY3MKMU48jGKpctQyjwAgbVL9Kb,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmZDnrUW4zArZH3U43AWkaeZLEedrTJDzkgWQ4Kqmn47p3,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Qmer3q3cERPbtggeX5xmzKFmuTdfFo3GSJ3GHRX3Vrj5LL,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmRjj2vcTMS6b91J2JhQuvu9a32rU3Nvu3WcB9EAiQPFa9,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeifxmbgucbkrgbeauprk5fj3fymurnkctbcgc5qko2mls7pypwn444/.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmNuXGBood1URNCFEX3R3KonHBvQXop6BYhsnH2PGevAy4,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmW4eFExeAL5wJ1SN2ECoMc821xCy5ZQLtzWRd1TeCAxLM,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Qmet4JpWYmPkswPYeo7Dc1X4aXNF7HMt9N6FDRv7jDhVDV/.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreigk5ahcxidhvwwkrjshr46xggtphehhu4f5hmupyqqw4hsy2ounsa1.json,1,0.03%
[http] Network Error: 403 Client Error: Forbidden for url: https://bsc-api.solv.finance/avVERA/,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Qme51XGCV3D6DFxTPq4737JTVVcgH28K6tsu6AqDrhBdLv,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmSNu2zUjCaXEaiaAkKkU8YSHGVG7Mrj3VTR1iawRiGXvJ,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmXCqnuvfdBNCL8thbMFrZNE5VurkSTNuN16JSpCamta1Y,1,0.03%
[http] Network Error: 401 Client Error: Unauthorized for url: https://d2dmqkc6cbfcow.cloudfront.net/api/nft/silver/,1,0.03%
[http] Network Error: 401 Client Error: Unauthorized for url: https://d2dmqkc6cbfcow.cloudfront.net/api/nft/gold/,1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://api-honeyshots.fancybearsmetaverse.com/meta/)",1,0.03%
[ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/PLACEHOLDER_CID/1.json,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmeKheVttpVRqE1oxvNvi5zmVh1pWLSDPL8GydqLqcsiDx,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmZzAThC2CCHwUH5fDCW2zwtebTPeswSewY1HzD5iwYAGA,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmXwmCtHb1yRSzHmghVC7dhjxRF9qBTtwgMXUBrZycGzUG,1,0.03%
[http] Network Error: 400 Client Error: Bad Request for url: https://bnb-api.vimworld.com/v1/box/metadata/,1,0.03%
[http] Invalid URI: skipped host 'nothing.mock1',1,0.03%
"On-Chain Parse Error: <string>:1 Unexpected ""H"" at column 10",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeicdq3tst275brp6epjwd5blo5pb4d2d4quicwpfkgfs5wiu6yykcq/.json,1,0.03%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://api.alturanft.com/meta/space-misfits-mayhem/1,1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmNgJWjyaXrS4XmEmTTnZxkdUvn61C2w21WiM2KLJgTroa,1,0.03%
[http] Network Error: 402 Client Error: Payment Required for url: https://mint.klickl.vip/nft/metadata/1.json,1,0.03%
Invalid URI: unsupported scheme in 'nft/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEA=',1,0.03%
"[http] Server returned HTML instead of JSON (from https://www.bakeryswap.org/api/v1/artworks/87e66dcfa8d9442ca84d2ec617ff1429): '<!DOCTYPE html><html><head><script>window.onload=function(){window.location.href=""/lander""}</script></head></html>'",1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeiefwsmfrl6t74shd2mlsyjif57zxfelrvxlftk4kfvjytm4dpic2u/.json,1,0.03%
Invalid URI: unsupported scheme in 'sharehodersCards',1,0.03%
[ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/29,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeientq4qz5vov2d7ixgfpzj577gbdtccuqkhmfk4tfwibxj3jqg6ja/.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmPH9dqVgxVRwRLhnJRxEmvaPZtv1GRdSXLSX8J1ZhJMqv.json,1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreic2ebodmuszkckxugidaktjscy76zsj4hacqah3gvx3uzb3c5xmxe%231.json,1,0.03%
"[http] Network Error: HTTPSConnectionPool(host='meta.pomerium.space', port=443): Max retries exceeded with url: /api/meta/v1.0/pmpb/metainfo?id=18388 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='meta.pomerium.space', port=443): Read timed out. (read timeout=15)""))",1,0.03%
Invalid URI: unsupported scheme in 'URI',1,0.03%
[ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeihdwdh25ks5x35f4z6fyjc56w6zpeaqcvxrz2cudqd65ftffxjv4.json,1,0.03%
"[http] Server returned an empty body (HTTP 200, from https://www.okx.com/priapi/v1/nft/metadata/56/0x2e62ab1f8e388dbdac6e93452d4ea121663f4358/0x0000000000000000000000000000000000000000000000000000000000000001)",1,0.03%
