ERROR_TYPE,COUNT,PERCENTAGE
[http] Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreif2v3wyyuad2d2tysiu2wi2jqmcitbjfdsvioagbfwddsbbm5enie1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreif2v3wyyuad2d2tysiu2wi2jqmcitbjfdsvioagbfwddsbbm5enie1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreif2v3wyyuad2d2tysiu2wi2jqmcitbjfdsvioagbfwddsbbm5enie1 | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreif2v3wyyuad2d2tysiu2wi2jqmcitbjfdsvioagbfwddsbbm5enie1,1,0.04%
[http] Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreicgywnixigwq5ejgqejj2sqpszuijdsio3digo5ze33k5o47nbmma1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.nexiorwa.com', port=443): Max retries exceeded with url: /nftJson/0xFC9b85eC1De9F7987008a7c12565C644bdF721fd/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.nexiorwa.com', port=443): Failed to resolve 'api.nexiorwa.com' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='metadata.changeswap.io', port=443): Max retries exceeded with url: /nft/CsgSigma/profiles/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.changeswap.io', port=443): Failed to resolve 'metadata.changeswap.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBMELOS/1,1,0.04%
"[http] Network Error: HTTPConnectionPool(host='metadata.fishnft.xyz', port=80): Max retries exceeded with url: /koi/nft/KOIEarlySupporterNFT/1 (Caused by ConnectTimeoutError(<HTTPConnection(host='metadata.fishnft.xyz', port=80) at 0x7f3256bd68b0>, 'Connection to metadata.fishnft.xyz timed out. (connect timeout=8)'))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://nft.spfmeta.cc/api/api/nft/1,1,0.04%
Invalid URI: unsupported scheme in '2026-04-02 20:09:28',1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/flapstone/5/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/flapstone/5/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/flapstone/5/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/flapstone/5/1.json,1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""d"" at column 27",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://beiyong.lightmark.love/logo.png1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://meta.test.io/1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='ghlenvxgqyjytgfpzuuh.supabase.co', port=443): Max retries exceeded with url: /storage/v1/object/public/trump//stkvip.json (Caused by NameResolutionError(""HTTPSConnection(host='ghlenvxgqyjytgfpzuuh.supabase.co', port=443): Failed to resolve 'ghlenvxgqyjytgfpzuuh.supabase.co' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBSTARRYNIFT/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='metadata.vcgamers.com', port=443): Max retries exceeded with url: /nft/0x7c4590f72d1e154fc60c2b62e5d52e43d760f8be/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.vcgamers.com', port=443): Failed to resolve 'metadata.vcgamers.com' ([Errno -5] No address associated with hostname)""))",1,0.04%
"On-Chain Parse Error: <string>:1 Unexpected ""e"" at column 209",1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/shadow-v2-not-final/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/shadow-v2-not-final/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/shadow-v2-not-final/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/shadow-v2-not-final/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://dreamfinance.s3.ap-northeast-1.amazonaws.com/mdf/metadatas/0,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='nft-api.inceptiongame.fun', port=443): Max retries exceeded with url: /dogeStatues/1 (Caused by NameResolutionError(""HTTPSConnection(host='nft-api.inceptiongame.fun', port=443): Failed to resolve 'nft-api.inceptiongame.fun' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/AIMETAFI/1,1,0.04%
[http] Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreibk3bc6ysrf5d2khamfmznwzoazd5fhmsqb4cuyux3j7bebpkq3em1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreibk3bc6ysrf5d2khamfmznwzoazd5fhmsqb4cuyux3j7bebpkq3em1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreibk3bc6ysrf5d2khamfmznwzoazd5fhmsqb4cuyux3j7bebpkq3em1 | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreibk3bc6ysrf5d2khamfmznwzoazd5fhmsqb4cuyux3j7bebpkq3em1,1,0.04%
[http] Network Error: 400 Client Error: Bad Request for url: https://aqua-competent-scallop-781.mypinata.cloud/ipfs/bafkreid3c5mxsgvpyyy7cj4v357mqpbqld3ffjdwg2rmvi4onbteze6sbu1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafkreid3c5mxsgvpyyy7cj4v357mqpbqld3ffjdwg2rmvi4onbteze6sbu1 | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafkreid3c5mxsgvpyyy7cj4v357mqpbqld3ffjdwg2rmvi4onbteze6sbu1 | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreid3c5mxsgvpyyy7cj4v357mqpbqld3ffjdwg2rmvi4onbteze6sbu1,1,0.04%
"[ipfs_gateway] Network Error: 404 Client Error: Not Found for url: http://127.0.0.1:8080/ipfs/bafkreievb7h5aevrtcjww6pk6kdiuroj4m2zguzjr4yphnqquzflcp5oe4/%231 | [ipfs_gateway_json] Network Error: 404 Client Error: Not Found for url: http://127.0.0.1:8080/ipfs/bafkreievb7h5aevrtcjww6pk6kdiuroj4m2zguzjr4yphnqquzflcp5oe4/%231.json | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway_json] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: 404 Client Error: Not Found for url: https://bafkreievb7h5aevrtcjww6pk6kdiuroj4m2zguzjr4yphnqquzflcp5oe4.ipfs.dweb.link/%231 | [ipfs_gateway_json] Network Error: 404 Client Error: Not Found for url: https://bafkreievb7h5aevrtcjww6pk6kdiuroj4m2zguzjr4yphnqquzflcp5oe4.ipfs.dweb.link/%231.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreievb7h5aevrtcjww6pk6kdiuroj4m2zguzjr4yphnqquzflcp5oe4/%231 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafkreievb7h5aevrtcjww6pk6kdiuroj4m2zguzjr4yphnqquzflcp5oe4/%231.json",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='storageapi.fleek.co', port=443): Max retries exceeded with url: /4e76b4d6-2eaa-4096-8bcf-95ba2cbc007e-bucket/0xadcd5d08e0c9679254878ea6384f06e878051adf/1.json (Caused by NewConnectionError(""HTTPSConnection(host='storageapi.fleek.co', port=443): Failed to establish a new connection: [Errno 111] Connection refused""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/ranger.json2,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/viridis.json1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://mist.game/data/nfts/fest/santa2021.json1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/4e902669818594ed2cb745fc932f9fd4,1,0.04%
"[http] Server returned HTML instead of JSON (from https://x.com/home3.json): '<!DOCTYPE html><html dir=""ltr"" lang=""en""><head><meta charset=""utf-8"" /><meta name=""viewport"" content=""width=device-width,initial-scale=1,maximum-scale=1,user-scalable=0,viewport-fit=cover"" /><link rel=""preconnect"" href=""//abs.twimg.com"" /><link rel=""preconnect"" href=""//api.x.com"" /><link rel=""precon'",1,0.04%
"[http] Server returned HTML instead of JSON (from https://x.com/home2.json): '<!DOCTYPE html><html dir=""ltr"" lang=""en""><head><meta charset=""utf-8"" /><meta name=""viewport"" content=""width=device-width,initial-scale=1,maximum-scale=1,user-scalable=0,viewport-fit=cover"" /><link rel=""preconnect"" href=""//abs.twimg.com"" /><link rel=""preconnect"" href=""//api.x.com"" /><link rel=""precon'",1,0.04%
"[http] Server returned HTML instead of JSON (from https://x.com/home1.json): '<!DOCTYPE html><html dir=""ltr"" lang=""en""><head><meta charset=""utf-8"" /><meta name=""viewport"" content=""width=device-width,initial-scale=1,maximum-scale=1,user-scalable=0,viewport-fit=cover"" /><link rel=""preconnect"" href=""//abs.twimg.com"" /><link rel=""preconnect"" href=""//api.x.com"" /><link rel=""precon'",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='hero-api.defina.finance', port=443): Max retries exceeded with url: /cards/1001 (Caused by NameResolutionError(""HTTPSConnection(host='hero-api.defina.finance', port=443): Failed to resolve 'hero-api.defina.finance' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://cinefi-nft-metadat-test.s3.us-east-2.amazonaws.com/mainnet/tokens/1.json,1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeifdkijassif7bi3b54pr7yflvkwrq2patancjwcbldjdcglhgd4ci.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmZLBkKr8o4RM5Skhy8mUkNh8HgmxSzV1kagJapz9Umrpy/metadata.json",1,0.04%
"[ipfs_gateway] Network Error: HTTPConnectionPool(host='127.0.0.1', port=8080): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: HTTPSConnectionPool(host='bafybeihynwnhcgddjkk3ieb2qxb63b6eb2sauho4hahxlifi4gmkiqjuw4.ipfs.dweb.link', port=443): Read timed out. (read timeout=5) | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/Qmf4QkawjeVzehbB67GxuiGHzLBKPR1nS2pHXsnkrKNXrW/metadata.json",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://monstercrypt.github.io/api/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/d143a027007ab716b4d3c37dbdc6c66d,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BLCKLST/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBBT3/1,1,0.04%
[http] Network Error: 401 Client Error: Unauthorized for url: https://apiarys.ai/api/device/metadata/4/CLAW-6E715C5D.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://api.liquidnfts.finance/collection/exploring-space/1.json,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/vaultstone/0/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/vaultstone/0/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/vaultstone/0/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/vaultstone/0/1.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/0642e63e13efa4f27e7fa3d6b6e61cf3,1,0.04%
Invalid URI: unsupported scheme in 'daily1',1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBLUNARBOX/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://cdn.alchemyfinance.vip/level2/1.jpg,1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://xperiend.nyc3.digitaloceanspaces.com/69a320b872ca0a5981576044/1.json,1,0.04%
"[http] Network Error: 521 Server Error: <none> for url: https://ipfs.loncher.fun/ipfs/QmbuBR2NRyVUGZNFLocm69917CQHGWY5n4qJZVnKJEJdfm/644.json | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='ipfs.io', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: HTTPSConnectionPool(host='bafybeigjpu6bomkmwmt2wrad6o3bylidkzlade4wgms575ebroi754uq6a.ipfs.dweb.link', port=443): Read timed out. (read timeout=10) | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/QmbuBR2NRyVUGZNFLocm69917CQHGWY5n4qJZVnKJEJdfm/644.json",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='data-platform.muaverse.build', port=443): Max retries exceeded with url: /public_api/boarding_card/item/0000000000000000000000000000000000000000000000000000000000000001.json (Caused by NameResolutionError(""HTTPSConnection(host='data-platform.muaverse.build', port=443): Failed to resolve 'data-platform.muaverse.build' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBXWG7/1,1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://dominoes-images-production.s3.amazonaws.com/,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api-marketplace.metarun.game', port=443): Read timed out. (read timeout=8)",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/8724b52dc07f16fdd8b9616eb1f07c12,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/1f462bb8e57e6d7489ab7b8cc58ab675,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='aegis-protocol.io', port=443): Max retries exceeded with url: /agent/alpha (Caused by NameResolutionError(""HTTPSConnection(host='aegis-protocol.io', port=443): Failed to resolve 'aegis-protocol.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/efe213d44e2bc0f7a924079862d6e273,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/1/contract.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.avengersnft.com', port=443): Max retries exceeded with url: /api/v1/nft/anft/metadata/1.json (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.avengersnft.com', port=443) at 0x7f3256894a50>, 'Connection to api.avengersnft.com timed out. (connect timeout=8)'))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/json/contractURI.json,1,0.04%
Invalid URI: unsupported scheme in '0',1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/MYCITYXYZ/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/09bcdb60f9004d79c881719531b772b8,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='nft.cnft.one', port=7777): Max retries exceeded with url: /token/0x72bd3f81b3cd654fc425b8dd503adbbf95b5dfd2/1 (Caused by ConnectTimeoutError(<HTTPSConnection(host='nft.cnft.one', port=7777) at 0x7f3256bc1590>, 'Connection to nft.cnft.one timed out. (connect timeout=8)'))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='nft.nemogem.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.nemogem.com', port=443): Failed to resolve 'nft.nemogem.com' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='metadata.mones.io', port=443): Max retries exceeded with url: /heroes/1 (Caused by NameResolutionError(""HTTPSConnection(host='metadata.mones.io', port=443): Failed to resolve 'metadata.mones.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 403 Client Error: Forbidden for url: https://biswap.org/back/nft/metadata/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='ipfs.alphabear.io', port=443): Max retries exceeded with url: /alphabear/512030 (Caused by NameResolutionError(""HTTPSConnection(host='ipfs.alphabear.io', port=443): Failed to resolve 'ipfs.alphabear.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BFIVEYEARP/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.invaderz.io', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.invaderz.io', port=443): Failed to resolve 'api.invaderz.io' ([Errno -2] Name or service not known)""))",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.fishyfrenzbsc.com', port=443): Max retries exceeded with url: /api/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.fishyfrenzbsc.com', port=443): Failed to resolve 'api.fishyfrenzbsc.com' ([Errno -2] Name or service not known)""))",1,0.04%
"[ipfs_gateway] Server returned HTML instead of JSON (from http://127.0.0.1:8080/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4/): '<!DOCTYPE html>  <html lang=""en""> <head>   <meta charset=""utf-8"" />   <meta name=""description"" content=""A directory of content-addressed files hosted on IPFS."">   <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">   <link rel=""shortcut icon"" href=""data:image/x-icon;base64,AAABAAE' | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4.json | [ipfs_gateway] Server returned HTML instead of JSON (from https://ipfs.io/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4/): '<!DOCTYPE html>  <html lang=""en""> <head>   <meta charset=""utf-8"" />   <meta name=""description"" content=""A directory of content-addressed files hosted on IPFS."">   <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">   <link rel=""shortcut icon"" href=""data:image/x-icon;base64,AAABAAE' | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4.json | [ipfs_gateway] Server returned HTML instead of JSON (from https://bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4.ipfs.dweb.link/): '<!DOCTYPE html>  <html lang=""en""> <head>   <meta charset=""utf-8"" />   <meta name=""description"" content=""A directory of content-addressed files hosted on IPFS."">   <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">   <link rel=""shortcut icon"" href=""data:image/x-icon;base64,AAABAAE' | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/bafybeialrl2zxu2eqgnzp5igawew76hy5pzhpccs3meh3m26mrubdqxlv4.json",1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='app.heroverse.io', port=443): Max retries exceeded with url: /api/hero-metadata/1 (Caused by NameResolutionError(""HTTPSConnection(host='app.heroverse.io', port=443): Failed to resolve 'app.heroverse.io' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://api.lulumart.app/v1/collectible/metadata/10871215192/0,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/todo/1 | [ipfs_gateway_json] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/todo/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/todo/1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/todo/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/todo/1 | [ipfs_gateway_json] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/todo/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/todo/1 | [ipfs_gateway_json] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/todo/1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='meta.heroesempires.com', port=443): Max retries exceeded with url: /heroes/6359008182 (Caused by NameResolutionError(""HTTPSConnection(host='meta.heroesempires.com', port=443): Failed to resolve 'meta.heroesempires.com' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 500 Server Error: Internal Server Error for url: https://nft.api.mousehaunt.com/public/mice/1,1,0.04%
[http] Invalid URI: skipped host 'agora.example',1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://nft.lingape.com/json/2.json,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://micro3-metadata-mainnet.s3.ap-southeast-1.amazonaws.com/dc040b20cf9b30e31b4a1ae040805da4,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ForeverToTheMoon/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBTMAC/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBORLINSKI/1,1,0.04%
[ipfs_gateway] Network Error: 400 Client Error: Bad Request for url: http://127.0.0.1:8080/ipfs/puzzle/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/puzzle/1.json | [ipfs_gateway] Network Error: 500 Server Error: Internal Server Error for url: https://dweb.link/ipfs/puzzle/1.json | [ipfs_gateway] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/puzzle/1.json,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='dayofrights.org', port=443): Max retries exceeded with url: /api/card/json/1 (Caused by NameResolutionError(""HTTPSConnection(host='dayofrights.org', port=443): Failed to resolve 'dayofrights.org' ([Errno -2] Name or service not known)""))",1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://api.liquidifty.io/v1/ipfs/metadata | [ipfs_gateway_fallback] Network Error: 500 Server Error: Internal Server Error for url: https://ipfs.io/ipfs/metadata | [ipfs_gateway_fallback] Network Error: 404 Client Error: Not Found for url: https://dweb.link/ipfs/metadata | [ipfs_gateway_fallback] Network Error: 429 Client Error: Too Many Requests for url: https://gateway.pinata.cloud/ipfs/metadata,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://klaythreekingdomsland.s3.ap-northeast-2.amazonaws.com/metadata/1,1,0.04%
[http] Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBZOO/1,1,0.04%
"[http] Network Error: HTTPSConnectionPool(host='api.nexora.io', port=443): Max retries exceeded with url: /metadata/legacy/architect/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.nexora.io', port=443): Failed to resolve 'api.nexora.io' ([Errno -2] Name or service not known)""))",1,0.04%
