uri,error,response_status,content_type,is_ipfs_url,metadata,is_ipfs_second_url,img_field,second_response_status,perc_hash_32,perc_hash_64,image_error,metadata_error,extra_fields,response_time,second_url,response_2_time
https://api.rebate.center/api/sbt/metadata/0xF65CcAa0fe04AD1215355fC00E44535E6AA67a05,,404,application/json; charset=utf-8,False,True,,False,,,,,,"['success', 'message']",0.9660303592681885,,
https://readon-api.readon.me/v1/ctt/204768/562,,522,,False,,,,,,,,other content/parsing failed,,19.865504503250122,,
http://localhost:5000/api/sbt/metadata/0xE88aa827630cf2698A9f381dABceCc54cDDe77FC,"timeout_or_conn_err: Cannot connect to host localhost:5000 ssl:default [Multiple exceptions: [Errno 111] Connect call failed ('::1', 5000, 0, 0), [Errno 111] Connect call failed ('127.0.0.1', 5000)]",,,,,,,,,,,,,,,
http://localhost:5000/api/sbt/metadata/0x328Ee57a6bdd069FbfE1500ce603246eF1C5099D,"timeout_or_conn_err: Cannot connect to host localhost:5000 ssl:default [Multiple exceptions: [Errno 111] Connect call failed ('::1', 5000, 0, 0), [Errno 111] Connect call failed ('127.0.0.1', 5000)]",,,,,,,,,,,,,,,
http://localhost:5000/sbt/sbt.json,"timeout_or_conn_err: Cannot connect to host localhost:5000 ssl:default [Multiple exceptions: [Errno 111] Connect call failed ('::1', 5000, 0, 0), [Errno 111] Connect call failed ('127.0.0.1', 5000)]",,,,,,,,,,,,,,,
bafybeifufwlabuymdidsrfqy7ndtpmhn3lvf5pcrewlcn3hye7p7k4ehci/commun.json,bafybeifufwlabuymdidsrfqy7ndtpmhn3lvf5pcrewlcn3hye7p7k4ehci/commun.json,,,,,,,,,,,,,,,
ipfs://Qma7N8BNNHTPBXxJZrKhtwDEXEwauhfXQz8BPzwcfVSsk1,,200,application/json,True,True,True,True,200,eda7661dfcc6665dd6db7218b1a96d4987d33e861338dea104f447a02e64c536cb465b1b66e48995999199b9ac94d9ab119b2252c3326455206a26eadb6745cd634d92ccf99410ddb7889a696cc04d9b1e7c9b77872425b393e91b6cb34516db5978a815d20ca6cf6b6fed6b01659ecb13fcf19080209a499ebd931ad1c3cbe7,eda7660d017a5dc6fcc6661d81723dc7d6db72188ad2adc2b1a96d496846a9e287d33e8635652ab51338dea17f355afc04f447a0fb29d66d2e64c536ba96b16dcb465b1a5204aa2466e48995c5651a09999199b9a46dd4bcac90d9aa2f0ad507119b22523b9aa8cac332645574d1aaf0206a26eabcf562badb6745cdc6df5393634d92ccceeb3c17f89410dd0787bc97b7889a691971c6c32cc04d93031827081e5c9b773595a9fb862425b3e6c70c3093e91b6c7e4b5726b34516db2e0a5d865978a815c2c0ace3d20ca6cf75cd68be6b6fed6b5851419301659ecbbc9c93b813fcf190d4a2f93780209a492e5b585b9ebd931ac3fb23e6d183cbe7b6513564fafc3073c8b6aa6cdb0a377e344d6c54efe1467ac9a246821860378da47d9da09e2c01c9e993085852a4b8f91641988c8181133a319327c7e75cdb1f1664de7bf1eaba27a7bb66651eb9fb449246dad81f67ddacc0c90484839fb1e0cc2debfb437efb9c5819365e60f93e2b8eae7f79395b9358d00517e3bd27c0e58920ce29c78cb00f5248935edbb0c979f33764dcbcf89f1e32edbf6d71460fa796380cc35a8469654bcd02c9ae089030b1ddb4fc9f25c63cf0bde7a96c58b3070f4bba569a671ec640a23c0783fb9278da3c31d0256dd938a693e6ee9306f60d596b6b2b38f8b8c4bec61cd590368f0486e42cb9cb4748a8c2791b0b2b5fb9a4862ce3cf,,,,0.01852130889892578,http://127.0.0.1:8080/ipfs/bafkreiaj5l27ivsbsqknse4r7e3tqx7cuipp4w2mqv6v2nzswrcv4oui7u,15.666522741317749
ipfs://bafkreiaip2po7rphjlhfti6tng6qwp6ofj42qsjdqvfi4lgzs4nzn7jo2i,,200,application/json,True,True,True,True,200,8378d9871e97767b3e971478e1d86f85a7f16d992b4d5b5621e147613f27319871d0ae6766d899328e9e7296b2a619898f3acef1ca58c5d3ccd999269d27699c566f512eeddba6626356ac5362ecc9893da236d9399c3666937ccb268e264da9a4d9e50479b727193805d999a2598c8212544999863052b24db6b246bd9899f0,8378d987a63952491e97767bd85724af3e971478490bb0b6e1d96fa5642e5372a7f16d9919b0cb222f4d5f5633c08acb21e1476976d207d83f2731981d3266ca71d0ae6739ce6e6366d899326619d9268e9e72964766e9c3b2a6198992c721998f3acef18c992464ce58e5d319cdb6b1ccd99b66226d26dd9f27699cce26d375566f516ed986931beddba6626998ca5963d6ac5322719a3762ecd989b26ec84c3da236d99998c73a399cb666699db266937ccb266267218c8ea64dad14736d8ea5d9e584ac93268279b72719ca6727333885d9b972673463a6d98c8a799b38d9125449999ee65a49863252b31346ca614db6b246511cde64bd9899f4ce4cd93659e536e39b3cca66865b444733b8ca96cc99666734c9c9964a38e1499d31e58c2d2aca6c6333266469a48fc969a724eba0da6719eda33dd133c32c6e69cb3b3066198d966576137134eece39b097b09959e692591aa5989a92519732c6e89bdc1e5754d7915ec74c8b18f3471956c9f78d34b322ca5cca2d85a730e31aac646a64a33267450f4deb4e196cdda74cc971aad9c8cc61167553646547b8d3b324ccb557cd198eeccebc51f59e4ccd98f3b4d298eb998df2655e1ad3866766631a1442959222c8b9a884aa44bb738da3319b71e3466667533339ab1a2ae7327766697e8a3bce19a63247c0f8c999998b1ad349b6246632665891de515c264364cd6c,,,,0.02112269401550293,http://127.0.0.1:8080/ipfs/bafybeih4paje7mh4wxg4qm4cxnmkp7cp4tsoflzbcjh4xfmmsvsanm4nci,0.889190673828125
https://api.rebate.center/api/sbt/metadata/0xF1022928B9F27Efad6ef7E2664eDf35105B4e30B,,404,application/json; charset=utf-8,False,True,,False,,,,,,"['success', 'message']",12.535607814788818,,
ipfs://QmYVJQ5wgL6NWJp6HLRQqGDEVQSoEnyU1aiwqvJGRbg357,,200,image/png,True,False,,,200,c8781f07f1fa2f863b87e0f80e07f0f8c46c38d3b1f80f0670f24727ce52f0f9b5a9bcd831ad66dace44d127c646992733391b06b1bb2e476d9324cb4f0598f0366cd932b66c4b0798d30e4d639334c94f24b1f39964cb9231a6598ece12672d3ecbe5ad98c998d8cd343a564b36378e98d285ac94c9c9f986097b13cd37364d,c8781f07cf0fb0f9f1fa2f86e60ff1723b87c07871f84e060e07f0f819f01f06c46c38d3be6999e6b1f80f06c659e0f970f2472766c36c33ce52f0f909a70ec6b5a1bcd8d9a696ec31ad66da36d2d16cce44d12716186703c64699276e6e3b8333391b04e8e4bc98b1bb264799b8cc9c6d9324cb39d3090e4f0598f0460f66c9366cd932472470ecb66c4b0738f1b5b098d30e4d98f0e591639334c9e64e59844f24b1f23f8fce4cb964c992799e364e31a6190ee51c31f3ce12672d88f9c63136cbe58d3861c97698c998d8b64665c7cd343a56c7060d214336368e67bd9b7898c285acd9b9b35694c9c9b93d99cda686097313365a4ccccd33364dc2667b7139c684cdc9663373c9303664c925b333c63973163693cc8c94c9c9b33c9964ef99c28de9d9b731c36336768e63649acccd351e56c07e4e1994c998d998e63b3636c9e36b3c49e31e663267264f20ccd92326491ce1c738d9b164ce13319b266c667cf6931706ce6c631b34e70ee6d9c999930a64e1b8cd93b664cb0f60719e37666cd9324e4330796b27bcb8571e60c629b364cb30d9e4ce399a6e4f98ec8d38331c9b0ce36c9b38ce63913e7f271e87cec1e1f31ce624b3318c74d9e7986671999e3678cd9bd27e99b662661c67130eccb1cf8ef3392696ccd98f8bb36469f492cd26639c6630ed3f83707c4f18e7873187707499912736c8dc27878cd3b638,,,,0.02140045166015625,ipfs://QmYVJQ5wgL6NWJp6HLRQqGDEVQSoEnyU1aiwqvJGRbg357,0.018466711044311523
https://mist.game/data/nfts/crusader.json777,,200,text/html,False,,,,,,,,other content/parsing failed,,2.967390775680542,,
https://gateway.pinata.cloud/ipfs/QmWxBbFG3WJXVTDqrFUPhMuLmeHqKNBBkzSuvQyyk7ftfi/MelodyMaven-Bnb.json,,200,application/json,True,True,True,True,200,b9c1b139c9367c7c960d3b4697a7879761c1e5856052c19326983e48990f0e0e8da94f9cce5a6c1b4e78386979a5a46439a4d1b496d3939696f316cb634b0b6b6b4a4b39665b39b8b66c359d992d236fcf0cd865665cb1b06da4a49838f2d34a39b0dac7b1c6992196c5af3d32d3478e5a5b32cec36c3c61662da93d959cb738,b9c1b1393e785a78c9367c7c381b3e12960d3b4659e4c9cb97a78797c987e5c261c1e585a797872d6052c193860fb66126983e4872f858bb990f0e0e596c6cc28da94f9c6f1a191ece5a6c1b6607a7044e7838e934e4856979a5a464b460fcf339a4d1b481f365ac96d39396d2d3b31496f316cb02c7834b634b0b6b3f6c4e436b4e4b390c3a5cf1665b39b84f3923a4b66c359d71e5a12c993d276f31e5cb43cf0cdc658796cc53665cb5b0949a14b46de4b4985a90f93c38f2d34a796ccb4a39b0dac701c14853b1c69921a603a4e196c5af3de4b931a532d34f8e5b246b0e5a5b32ce79e6cb3ac36d3c61b4d25ed9662dab3db659303e959cb738cf3061e0cb3a70d269e4e9166dc9b1c331c686f96cb6c32586db97872c64c970c63870cb34b3b01a496cb97219a25acb39ed4e4f92cb692f38c8970f665b2f2496b330a14b4f8c38c61ccd966639365a69ad692cb73de4c639c0a63899bcb3a4b6925292cb4f3339a69239d64658667b4b29c6494d94d8f25b6ce9e13ce334c63896932734e6c924b6e7859d9998cb69c6092ace924daccb4b6e1e5c62db3c9679b494b1cb5a670cb7da6d9e6665e31976595a5835a59c598770f2c999925653c83d31b3cf1e334c3cc26d354d136db6f0b4d2da6cc64b393742b7cc34f6d2c7c9e90b259d331ef29986644d8dbc79a642edb4941b45a1c925921d2472cb4e39cd9c36d3,,,,0.12259578704833984,http://127.0.0.1:8080/ipfs/QmdgSmVgakTg1UoSTtx7GEUdpz5PW228zRmfkV1s9XtPnL/MelodyMaven-Bnb.jpg,19.459246397018433
ipfs://PANDA/preacher.json,,400,text/plain; charset=utf-8,True,,,,,,,,other content/parsing failed,,0.024941444396972656,,
https://api.heroestd.com/bounty/silver/18536,,404,application/json; charset=utf-8,False,True,,,,,,,json parse error: 'str' object has no attribute 'get',,0.3080716133117676,,
ipfs://bafkreicaawgu43apxfykjrtdkjqphwrgispnlgdvvrcdpdtzesbfa3bg5a,,200,application/json,True,True,True,True,200,dafc4fef0fa3f9918607f001d6d4cacce7f111a0716c9f07b126bb90b9b88ca6cd81c9a62cfa4d7634e04cf3dc781b5768396d7b46386fd23e1c6675cd993132389866dac26c76d9191c33696d933b621ceb1b48e32d88ac599598f6629b4ecb0c6d066db127c666049363b2394d33324e26d1ba5892c19c872978dd79cba4e5,dafc4fef26418b600fa3f991d24030368607f001f03cd4f6d6d4cacc24a7cb69e7f111a08a267697716c9f070f92cfe1b126bb90d1f76c9bb9b88ca65f4fbc4ccd81c9a6e4fb426d2cfa4d36b2fc84c434e04df379b24d56dc781b575d032e8168396d7bb4f4922c46386fd2aca4b24b3e1c6675c9bcc6d9cd9931324c92733d389866da66cd1e74c26c76d96c09ca0f191c3369949a659469933b62b25d39351ceb1b486b457cab632d88ace8eae874599598f61492271c629b4ecb265d169a0c6d066d364a5861b107c666d0da2e4d049363b27a60ba0f394d33322d31c4d94e26d1ba368b9cf25892c19c36ea38d6872978dd3925f70d79cba4e5bb5157585b159264dcbb86530d6a6b383acc3cab7b0ead3f385d22ec38d6ba9b1e20f7147c91a69d886c5c785a5d744e1cc52ec36186a14e1c6e22cd5af0bb661e75f60d3b8d0d7316649b6d443aad3b8b6218657ac665c98f323b266999366b8738913c134c932b873ad71326b1ed5fc31d18471b4926d9138cb926350fd22b938cd9964de1cb32c38ccf12625ce4cf49ce4cae1dab564d80c6742751c39abdc2e636ba0d58ecb3d233363b2b8b76cce8f33a251b47d2edd8f199a61dc189b2f13d9d13760c5496e81ccf9d29c3526dc21cceb94b88b976d12e6cce5ed49d93b946771d250f620d6acf231c1ae0c365d527bf8e699d3d12915399875e4c825be8f2cd9f,,,,0.40526819229125977,http://127.0.0.1:8080/ipfs/bafybeidlcm3i66d3fg7tpcr346ykwklqalmwhscprcdfqvqx3v62ylrvua,21.757171392440796
https://gateway.pinata.cloud/ipfs/,,400,text/plain; charset=utf-8,True,,,,,,,,other content/parsing failed,,0.022123098373413086,,
https://ghlenvxgqyjytgfpzuuh.supabase.co/storage/v1/object/public/trump/prenft.json,timeout_or_conn_err: Cannot connect to host ghlenvxgqyjytgfpzuuh.supabase.co:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
https://gateway.pinata.cloud/ipfs/bafkreicdsf2engqocxuxiw5jzb7ikl6563eslio553noku75zxoqafbjje,,200,application/json,True,True,True,True,200,e6cc3c4ee4cb44b199331b191934b91f91ee47a06b943a4cce33e5b793624be07b8cbc4cb4e4c4f3cf1b4bd9cf1cb49c34e4db63c99b069d0cf4b5b336637b7bc19b86843cf1ba62c90b621f83b487a43e31386ac963c68533943588730e795b1e60cfb1c91b309c3264cf7336c4d933c99b338c3660f373c11be48e05d90fe0,e6cc3c4e24fa4ca6e4cb44b168d7ec9299331b19993393331934b91f9338132991ee47a05a45b0496b943a4ca5aa5aecce33e5b75a40a52293624be05805c25d7b8cbc4ca76c9eccb4e4c4f358d8ac99cf1b4bd9b4b7cb13cf1cb49c875bbda034e4db6359ba59edc99b069da721b2d30cf4b5b318da653636637b7b59b46e26c19b8684a607b0c43cf13a6258da75adc90b621fa4a5aed283b487a4ee5acadc3e31386a59cc3da9c963c685a7a19ad933943588585a421b730e595b19b4a5261e60cfb1a7b35a76c91b309c5a4e37613264cf7325a5a4ee36c4d933a47a4a46c99b338c5a46a5a53660f373a4e5185ac11b648e4e58dec905d90fe04d9d85bf3cc33063c9f29932c99e46cc864f1ae126f838f3f899273ecc1bd87fcb9165b61bf4c7c9a7325ae2d11f30b19846a7353e64cfdb27b124ca8f319837e33a5ac7d11f31bc1a64e52d32e4cf7324ecccdac91b991e6a4a5b0d8e7093e4673da5bf3666f867c84cdad2c39c8f4e14c9932534d93322489d24daec03624cc9935ad326f486cda5b387a5e41b38b35a5c66122cf0e748a5b302edb58a668cdb666d82e11b4cd93a06ea3e0ef18cf325b984cdc91b6c0b664e5f1e33e667d938e7acd9b606d99330c0d9c1cb318b73661dd33e937e14a4d9d4acc17b64cb430e43db331be4993324fd9335900b178c599c78c66b64bb63c733833db66dcc8d99e46ca0,,,,0.019664287567138672,http://127.0.0.1:8080/ipfs/bafkreif67mv6v7uhghst5qsjb7m3qvup7e3wj34j3iztg4f3lyburxnesy,0.024544715881347656
ipfs://land/1,,400,text/plain; charset=utf-8,True,,,,,,,,other content/parsing failed,,0.027565956115722656,,
ipfs://bafkreif67mv6v7uhghst5qsjb7m3qvup7e3wj34j3iztg4f3lyburxnesy1,,400,text/plain; charset=utf-8,True,,,,,,,,other content/parsing failed,,0.02972269058227539,,
ipfs://QmTZyx4mzXavA8nyfSVtx4bzSRdWc9ktkG2erE5dxLKRfX/BNB7bf5999b3fmetadata.json,,200,application/json,True,True,True,True,200,904114559b63045533b0535f679cdb4e649eeb5e665ee4a192ea04f99a6b14791983bb83499133826cbe116a6d8ee46963e46ea576bdceb47e1bb192d393b35258b33b484e4e446a574ccca8766cc6b4593932945933b9025733b95a5586d26b5ce4de2b16d8c3a2339b69ac1973198c567db9da674c32d319ecb6331874e72b,904114555557ffaa9b6304555557fbaa33b0535f515469ec679cdb4edac8494e649eeb4efaa00155665ae4a1ee80011192ea04f9a21600159a6b1479e5b222651983bb831af8646f499133821ad8444d6cbe116ae8402e156d8ee469e523b69863e46ea5476fb2ba76adceb415eb36ee7e1bb192ba48ffecd293b352ba18dfe558b33b5845afdaea4e4a446a47ad94ab574ccca84bf9b6b3766cceb4a8d6a6f159393294b0dfde2d5933b90291eede0e5737b95a66eef39e5586d66b6a25f9bd5ce4d62b4e3db19116d8c3a2ac1ab190339b69acacce5d7c1973198cd6ecdebe567db99ad6e04786674c32d3ab54a97019ecb6330b1f29791874f72b051e272b1331dbecade8c7a559b2ccecd4e746a4ccd34c9cd2a352846cd96393931230c229cf32b383163869334f3e6b41875c6d33498e4e5de91685b138cccd1c7c06c4993449ed7097ba50ed06db39f390b65bcda37334b15a046a991364a6d8dbc46cb9c54c62d6e942c59ccd1cdba77879559cc91cd16bd4291ca60cd1392ba7911a8b8c735c85ea740aa3731124bcca5de9b371cc64d60f5acd92784472d6a55b858c46159271e5ab1082631df35a74a15e8fdd32438f18e1169b9d71c9291a7520b399c76c687293fc863c43243e4e7297a226313734ce7a85e7a79c31c8c4e9e66fa58630db11687fd3af6592513b0c23669319c369738780c5939349646fa3da,,,,1.0191915035247803,http://127.0.0.1:8080/ipfs/bafybeieftd6nmpptacovvgktlmwmzjitd7jn5usgkwjxf4v7sismhq5o2y/silver/Spark.jpg,21.064053773880005
ipfs://bafybeidkgpylrnmrd4hbbd53hrdlktejwhtkltg3zcjegsk7n64usj3szm/446.json,,200,application/json,True,True,True,True,200,9142136795a895876ebde4986a5752286b54ba65c098add7cc4ae51a8b72572a96aff2ad3e89dc8db9ca13d5b0a0621760bdee81cf5fc9fc0e27ba764ef4272219d06d0bf13089c2f20794beb0cf656887bf4bc02732dc83e4c81489cca56b7f787602f649ded4d299ade9007376ba006652d47fd4f805ff964589aa3c5ef600,91421367f84c5cc995a89587fe02e8b06ebde49847b323366a57522801fd075f6b54ba65984c9ccbc098add7fe02bda0cc4ae51aef1361308b72572a95f9124d96aff2ad00fe8edf3e89dc8d72a357b7b9ca13d5fa855aa4b0a06217fc55aa9d60bdee81255aa955cf5fd9fc01ea05720e27ba76806ed4ea4ef42722ff00fe8919d06d0bfd2b7335f13089c277af42f5f20794be02f408ffb0cf7768003d391787bf4bc179817f002732dc83fe47e240e4c85489eef6e0fccca56b7f01fc01fe787602f6105e934b49ded4d22f02ff0199ade901fd23fea4f376ba00fc7f40ee6652d47f82ff00fdd4f805ff05a9d0b5964589ba17007f003c5ef7007a00ff46f09f74056ff387b791b548af81ff81fe21e003fb1a5f205a0f8903f52e00fe019b357e84fd00ff03f227fc0a9be82f5b4c6fe011c07f00ffc8f800fca5ffc0be03c0856f9384ff0067c22f437e007e01fc87f69446901e97fc1edc2910ff81fea53d817901ffa37f07b302c7e41ffc8083605c82fe00fd00b4c5fb1d0fc02d0dfc0d3bd0217e00ff7b0fc4e600fa97fa065c1015a06bf3e4c0f82319bd01fc814bd247ea5e985c12d8309ff400f8023fbca3b0bd85e103fff127650b520fcbdac06ec0277a16fb000dcc12b5a1f4b02127f827fa07d1005b9f41cffa0fd80fdef819da95b80e96fcf033701fe063fc200767614a41efe1010bd603f41f9e1285,,,,0.13363075256347656,http://127.0.0.1:8080/ipfs/bafybeiaqyjcqducd4me2ts3yeysjgo7aiurovawe3l4uecbeqyjeahjoq4/TITANPayGenesisNFTSeries.jpg,22.610015869140625
https://gateway.pinata.cloud/ipfs/QmQzfCp7hwDqHM5EYPPH19pXaBoQWGXYGEhpGh3ZS4agYA,,200,application/json,True,True,True,True,200,8b24b1e59925836932cb4f1636d27c966e7868d0c65cf0d76ce78e3c98e3db2d398cb4c3339939c1c5b061a66c33c33c66f661f6ccc72c3336c466c283ccb78799c986d8cb3b92dc9b2b9b3d3cb63a438b027f0370366236641c61ce945bc4f92670acf026c99d81a4e3b0a7723763dfd0cd833679b4633c23b2ce638ba05ea7,8b24b1e525f8685a99258369e3cb58d232cb4f165a86969536d27c969c258d2d6e7868d0ed2c3969c65cf0d706b47c936ce78e3cb0c92d9e98e3c92db4cdc496398cb4c3e2965874339939c1cd965964c53061a61f24a7816c33c33c93e9369a66f661f68d69b4a1ccc72c33611ed87936c466c2c817d06683ccb7873cb4e18799c986d806f15bc2cb3b92dc1be11e389b2b9b3d332d0f4b38b63a43d85b31ae8b027f03b41ee12f7036623669278f2c641c61ce41e31e38945bc4f967b46fd126708cf0cf8f39e426c99d81d803c2da24e3b0a7b80da59f722723dd8d6b343ad0cd8336331e3e7b79b46334852597e523b2ce634e3863f28ba05ea75636cbc62cb271cc7ce79634c90f80df12da4a5b643e6099c49b789658c5a318d95a65af87c81e413a59c3cb36f0be70f969b73c9b4d996333235b43b43b10ee69e53a719037b0bcc426d6278f4af90b618e69df1bb26784ccc7cd2ccfa00ce3ac98d698ce9a43f30fd91dd864b700ccb5c294b3cf4fd88f321f38d32cd2fb0cd25b323c6dcdbb19f63ce696356a57319a644a4670f58b700de0de60d38d87f23d94dcc330332cce79cab9ccdb8dac1b641bd12b35a6f48d729de319316364cdcce32725c5cc84f117a4da6385da47a89ee52fe4ced19b46b18e67accf8cd823b30c98d6d8975b14e64b842cca0f1b16c712d09b913a6f60ce67b8d6ced01f1a4ce21e71,,,,0.15184283256530762,http://127.0.0.1:8080/ipfs/QmamTxzjRkGAFKXHQTVhCySwW4m1ZWb6REd9WdvEZhXMWv,22.667144775390625
ipfs://bafkreif67mv6v7uhghst5qsjb7m3qvup7e3wj34j3iztg4f3lyburxnesy/1,,404,text/plain; charset=utf-8,True,,,,,,,,other content/parsing failed,,0.05021071434020996,,
ipfs://bafkreidjii372322buwpmihtcclrjjhjwbeye3b4kx2okvjol4bellumwy,,200,application/json,True,True,True,True,200,bffa80019f556828d04516f74aa835f5d00057ef84c2d97f95541faa815da08bc1057ebf6aa84fd58457dba2ad19ae2fc100ffeb4a7e8499c4eafb2874835be2857fae81655ed2a0c36abf1f72f34140d4aead592f125fbe81ffe0124b6f5fa040eaed5f16b8e07085bb890efb0136eb0bff002c52e9d0c033aa2564845aac1f,bffa80015ffea0159f55682880aa2a80d04516f7000156ea4aa835f5fe2a87f5d00057efeb0055ba84c2d97fd5fd7e0a95541faaa41157ea895da08f7d95d93ac1057ebf80664fa56aa84fd504892bdd8457dba2fb5fa65aad19ae2f5f77dca2c100ffeba8fe9faf4a7e84993fdbf759c4eafb2855fbbe9274835be6812081f6857fae81b7bfea01655ed2a02ccbf048c36abf1fcaba8b9572f341416a2715b6d4aead59befae8412f125fbe1449267d81ffe012ede0d0014b6f5fa05f0ac52242eaed5f20a0145e17b8e070f2d9a7c185bb890e4f254539fb0136ebc9907baf0bff002ca551406452e9d0c07235f69033aa2564400001f7845aac1fa5a42e452de101e414155348390d265a8f145abf5ba95061594157ea72da6d1f82dbd2895ee857f15405af392d3ea026d1f0aa642b4d1f090d1fdb90ca83d2f2b0c9567f3acc748157ceaf9254b45b6e097bb1a96ef194c352b6faad890cd268be5c1bb83bd2721152ebeba796a18faf8f0f659472f6d0147febbabf0ca11ea1b6969bc22b9c414e8bfdcc3f436fb4d07ab103707ab29d57aeae348625d86894f4a8dd4036a78147bfb3827fc9494eab6816dea7278cd45ae2f83152d2736d261f25a57a9702c55afef8018164be0905c386d2568cc1705bae5057487b1463acd3e1f02996fb1c0bba0c0d80e05cdb72967140fe95af458fe9941a004c7bf87b31676ba5,,,,0.40960264205932617,http://127.0.0.1:8080/ipfs/bafybeibyb23cpvt2jbtacn26mbevqjy23wfrggukbwu7vm7vbou432p5re,22.65939950942993
https://gateway.pinata.cloud/ipfs/QmTce3dgdCrCDLv123cry8vRgfVCYU9FK3iuEPaTqEbP8S,,200,application/json,True,True,True,True,200,97a161e8d0bc2f41681e87a58743d0bc6f41fa572f03e14369687e0f6d6d1b463f03e1fa6a1cac3995ac3c2d787997c7c6b581e199b6e53ac2d2c61f969994e178d21d38c6e15b94372330b34b1324c035bcd70e6978bb0f85a9c8f13d0cc93a4f0329e7343b6c3469ce633394af32f971999469c6c5c9b4b27e1facc3948d89,97a161e85a15aa7ad0bc2f41eb42f50e681e87a5ad6a56a58743d0bc0f0d5ad16e41fa5783e0a95a2f03e143f0bc072f69687e0fd09d29746d6d0b46ae56a1fa3f03e1fa562f54a96a1ca4394ad4ae3595ac2c2d695ad70f787896c7a56a5280c6b581e193a56a5099b6e53a1fe0fc7ac2d2c61f0b42e389969994e1713e17a578d21d38f4bd2f1ec6e15b94bca5285a372330b3970ad0fa4b1324c0e2d0f0f534bcd70ec235a5696978bb0fce4787c385a9c871b89e96953d0cc93a353d1c3e4f0329e703517a5a343b6c34c872f0e1698e233365fc65e194af32f127e94f477199946917c3978ec6c4c1b42f66389db27e1f2ccd4e5e3cc3948d89c6d1ed7a94e064993e3ce1e16743e272992b18b9dac4932730f3c39770fa1c8f24b1c3e3c3d1e986f34f0d6a34a97318b2670e1c6b03a659c72c65bd1e98cc36cb9c38702d699e671c7e96b44d25a843c778f1873caccc9e72926bd34993e16b3cf3c61ab42332998b592707664e190e91cb5a34dbb6626619c68d1a36f331bc4b0d68cbc38dc9d6670e1c69923c46316c31c354c3d88d89db3871e3d9f0ccc1bcd695eb66633643dcb1c58dc9958946b19d614c3072763732c58e326fd3338cc67916b498ac7b46b1c632d167466739d8e4ba701991e9dccd9e770e350dd27669925ac76e4fa71b8739d89930bcc8f42659a1ce670f84e3363338cf9cb721d99f21cf3e,,,,0.613048791885376,http://127.0.0.1:8080/ipfs/QmUbFC1tdNKzdbkb9pDhFhCEmDMquVs9A8nBwzRFDPgo2B,23.112901210784912
https://cybertune.mypinata.cloud/ipfs/QmfXA2Lmv11Uar6RuqFy4Wph1Cd75BF9U1emnpHVcfoe9X,,200,application/json,True,True,True,True,200,8bda061ec3da11f5f2f485ed9cb4c72e542cc3ed23041bdd896b4f37ed790eb919eb58a39c82d8e875816a5e26cdf35289b52992c9fd6606658dfb00734aaa427217885e527193516a6249ef2d20e4f69d40d5a98f00bcae87364c8191af1f8169f32f616af623ead29f205a6cff82564cefe11e9a48fb1c2b10f6a5d904db2e,8bda061e0f6c03dac3da91f5235a86f3f2f485edcc52f7989cb4c7ae2082fca7542cc3ed01be71b423041bdd0879c59c896b4f3763d84673ed790eb9ca6631db19eb58a33b1187bb9c82d8e88ece06fd75816a5e3dee23c726cdf352967b11ff89b52992c5fd843dc9fd660631ac6427658dfb00c6f718ae734aaa42b3b8c6397217885ef2ea63ad527193599e03387e6a6249ef9c21eb5e2d20e4f65185ab509d40d7a91c273b528f00bcae4eb9ccc887365e8163cc662191af1f893e71192e69f32f617d11797d6af623fa7084ec64d29f205a9642bb126cff8256cf32bdd34cefe11eb1dbaec29a48fb1dd46de7102b10f6a5b13744e9f906db2ec5d8956db148d6f5a7ac0b28e32309659da16a7bcbd71ad28c2139c91edd3da55004336667b5b4ca5056758744daedaa45deb413367ac54b6edbca46762205d07b87e583b6a463e96e957c1b82353e92d348d6388995386da164b5869995e9525238f681c79f28cdb0bab6697566208b5a6691af336ae309d4aac67f64707709e908847d0cfe366292652967989bc572699f8dc3ec8dc1fc42a77fc0e804d2f325b57b12e2017ab09fd4491313029c84b4ac240c55cea6273b5b111ad4dac40b46d88d4acdfe840de26976e539f5943932c6db13aa7558aad125ce55072529ccb803f600339123d2358dda4690926bdce5637b36dc86e3ec989599a96602b4770ce54f1b,,,,0.4178812503814697,http://127.0.0.1:8080/ipfs/Qma1PnUGaegLzC14xFev3tjLN8Ei7tRVBKsdTyLceGA6Yg,23.821932315826416
https://www.squidworld.link/heroes/warrior,timeout_or_conn_err: Cannot connect to host www.squidworld.link:443 ssl:default [Name or service not known],,,,,,,,,,,,,,,
https://api.rebate.center/api/sbt/metadata/0x363a252964e6FeEe19E96B080ccd69d4419Eda25,,404,application/json; charset=utf-8,False,True,,False,,,,,,"['success', 'message']",6.345144510269165,,
ipfs://bafybeictqlw3gbbym2ubgtuzpiakkbsb3uok7ubiwqvghnepski5ybzcx4/1.json,,200,application/json,True,True,True,True,200,,,unidentified_image_err,,,0.4956202507019043,http://127.0.0.1:8080/ipfs/bafybeihplih2wkuh7kqst5x2enx3vxfnbbntd5ugo4wk5hbpgp7h5igu4y/1.svg,24.465770959854126
https://app.ertha.com/tokens/359271,,522,text/html; charset=utf-8,False,,,,,,,,other content/parsing failed,,19.49849009513855,,
